Commodity,State,Units,Year,Value,
Tree nuts,Alabama,Million dollars,2005,2.862570243,
Tree nuts,Alabama,Million dollars,2006,5.755059953,
Tree nuts,Alabama,Million dollars,2007,7.315571405,
Tree nuts,Alabama,Million dollars,2008,8.811898876,
Tree nuts,Alabama,Million dollars,2009,14.41820871,
Tree nuts,Alabama,Million dollars,2010,6.381667506,
Tree nuts,Alabama,Million dollars,2011,24.03859235,
Tree nuts,Alabama,Million dollars,2012,4.040244386,
Tree nuts,Alabama,Million dollars,2013,4.047990767,
Tree nuts,Alabama,Million dollars,2014,2.645319561,
Tree nuts,Alabama,Million dollars,2015,3.824402995,
Tree nuts,Alabama,Million dollars,2016,4.055827275,
Tree nuts,Alabama,Million dollars,2017,3.402857048,
Tree nuts,Alabama,Million dollars,2018,2.077091534,
Tree nuts,Alabama,Million dollars,2019,0,
Tree nuts,Alabama,Million dollars,2020,0,
Tree nuts,Alabama,Million dollars,2021,0,
Tree nuts,Alabama,Million dollars,2022,0,
Vegetable oils,Alabama,Million dollars,2000,8.409689134,
Vegetable oils,Alabama,Million dollars,2001,14.21823361,
Vegetable oils,Alabama,Million dollars,2002,9.293742072,
Vegetable oils,Alabama,Million dollars,2003,12.20155975,
Vegetable oils,Alabama,Million dollars,2004,13.37055918,
Vegetable oils,Alabama,Million dollars,2005,12.3230363,
Vegetable oils,Alabama,Million dollars,2006,9.372565824,
Vegetable oils,Alabama,Million dollars,2007,11.67956904,
Vegetable oils,Alabama,Million dollars,2008,23.77839072,
Vegetable oils,Alabama,Million dollars,2009,29.41598461,
Vegetable oils,Alabama,Million dollars,2010,26.00339013,
Vegetable oils,Alabama,Million dollars,2011,25.150615,
Vegetable oils,Alabama,Million dollars,2012,35.22586488,
Vegetable oils,Alabama,Million dollars,2013,34.52068023,
Vegetable oils,Alabama,Million dollars,2014,24.42993812,
Vegetable oils,Alabama,Million dollars,2015,25.67627576,
Vegetable oils,Alabama,Million dollars,2016,21.0302731,
Vegetable oils,Alabama,Million dollars,2017,22.85606944,
Vegetable oils,Alabama,Million dollars,2018,21.81815818,
Vegetable oils,Alabama,Million dollars,2019,16.81016585,
Vegetable oils,Alabama,Million dollars,2020,16.77511,
Vegetable oils,Alabama,Million dollars,2021,23.57710236,
Vegetable oils,Alabama,Million dollars,2022,22.18306151,
"Vegetables, fresh",Alabama,Million dollars,2000,3.706257757,
"Vegetables, fresh",Alabama,Million dollars,2001,3.331825176,
"Vegetables, fresh",Alabama,Million dollars,2002,2.844680206,
"Vegetables, fresh",Alabama,Million dollars,2003,4.516505003,
"Vegetables, fresh",Alabama,Million dollars,2004,4.109258293,
"Vegetables, fresh",Alabama,Million dollars,2005,3.510411213,
"Vegetables, fresh",Alabama,Million dollars,2006,4.258872751,
"Vegetables, fresh",Alabama,Million dollars,2007,4.319037652,
"Vegetables, fresh",Alabama,Million dollars,2008,2.850086065,
"Vegetables, fresh",Alabama,Million dollars,2009,2.971151753,
"Vegetables, fresh",Alabama,Million dollars,2010,3.449587853,
"Vegetables, fresh",Alabama,Million dollars,2011,3.859224141,
"Vegetables, fresh",Alabama,Million dollars,2012,3.950580963,
"Vegetables, fresh",Alabama,Million dollars,2013,3.838886729,
"Vegetables, fresh",Alabama,Million dollars,2014,3.683629041,
"Vegetables, fresh",Alabama,Million dollars,2015,4.105343071,
"Vegetables, fresh",Alabama,Million dollars,2016,0.066923593,
"Vegetables, fresh",Alabama,Million dollars,2017,0.101779627,
"Vegetables, fresh",Alabama,Million dollars,2018,2.822093825,
"Vegetables, fresh",Alabama,Million dollars,2019,0,
"Vegetables, fresh",Alabama,Million dollars,2020,0,
"Vegetables, fresh",Alabama,Million dollars,2021,0,
"Vegetables, fresh",Alabama,Million dollars,2022,0,
"Vegetables, processed",Alabama,Million dollars,2000,5.640118974,
"Vegetables, processed",Alabama,Million dollars,2001,5.017347587,
"Vegetables, processed",Alabama,Million dollars,2002,4.028569371,
"Vegetables, processed",Alabama,Million dollars,2003,5.902649468,
"Vegetables, processed",Alabama,Million dollars,2004,5.519134212,
"Vegetables, processed",Alabama,Million dollars,2005,4.601982345,
"Vegetables, processed",Alabama,Million dollars,2006,5.606252295,
"Vegetables, processed",Alabama,Million dollars,2007,5.927417296,
"Vegetables, processed",Alabama,Million dollars,2008,4.619178996,
"Vegetables, processed",Alabama,Million dollars,2009,4.787297626,
"Vegetables, processed",Alabama,Million dollars,2010,5.371972852,
"Vegetables, processed",Alabama,Million dollars,2011,6.262951354,
"Vegetables, processed",Alabama,Million dollars,2012,7.412792083,
"Vegetables, processed",Alabama,Million dollars,2013,6.9025578,
"Vegetables, processed",Alabama,Million dollars,2014,7.016273897,
"Vegetables, processed",Alabama,Million dollars,2015,7.844955241,
"Vegetables, processed",Alabama,Million dollars,2016,0.129687802,
"Vegetables, processed",Alabama,Million dollars,2017,0.19106201,
"Vegetables, processed",Alabama,Million dollars,2018,4.738206691,
"Vegetables, processed",Alabama,Million dollars,2019,0,
"Vegetables, processed",Alabama,Million dollars,2020,0,
"Vegetables, processed",Alabama,Million dollars,2021,0,
"Vegetables, processed",Alabama,Million dollars,2022,0,
Wheat,Alabama,Million dollars,2000,6.422141459,
Wheat,Alabama,Million dollars,2001,5.858034985,
Wheat,Alabama,Million dollars,2002,4.51356067,
Wheat,Alabama,Million dollars,2003,5.462560967,
Wheat,Alabama,Million dollars,2004,7.081549063,
Wheat,Alabama,Million dollars,2005,4.429467844,
Wheat,Alabama,Million dollars,2006,5.650389137,
Wheat,Alabama,Million dollars,2007,11.38027475,
Wheat,Alabama,Million dollars,2008,50.22268393,
Wheat,Alabama,Million dollars,2009,22.69237777,
Wheat,Alabama,Million dollars,2010,15.92615805,
Wheat,Alabama,Million dollars,2011,60.51474781,
Wheat,Alabama,Million dollars,2012,40.94937248,
Wheat,Alabama,Million dollars,2013,82.31494054,
Wheat,Alabama,Million dollars,2014,69.15986696,
Wheat,Alabama,Million dollars,2015,43.87559437,
Wheat,Alabama,Million dollars,2016,35.93095376,
Wheat,Alabama,Million dollars,2017,27.52439177,
Wheat,Alabama,Million dollars,2018,22.73332395,
Wheat,Alabama,Million dollars,2019,22.96728081,
Wheat,Alabama,Million dollars,2020,19.23120174,
Wheat,Alabama,Million dollars,2021,34.89465205,
Wheat,Alabama,Million dollars,2022,45.81275246,
Beef and veal,Alaska,Million dollars,2000,0.133741616,
Beef and veal,Alaska,Million dollars,2001,0.111359261,
Beef and veal,Alaska,Million dollars,2002,0.174007705,
Beef and veal,Alaska,Million dollars,2003,0.078743699,
Beef and veal,Alaska,Million dollars,2004,0.024063058,
Beef and veal,Alaska,Million dollars,2005,0.056839054,
Beef and veal,Alaska,Million dollars,2006,0.107089189,
Beef and veal,Alaska,Million dollars,2007,0.104011816,
Beef and veal,Alaska,Million dollars,2008,0.123946126,
Beef and veal,Alaska,Million dollars,2009,0.124892407,
Beef and veal,Alaska,Million dollars,2010,0.192604307,
Beef and veal,Alaska,Million dollars,2011,0.233683723,
Beef and veal,Alaska,Million dollars,2012,0.274437818,
Beef and veal,Alaska,Million dollars,2013,0.146871658,
Beef and veal,Alaska,Million dollars,2014,0.182115912,
Beef and veal,Alaska,Million dollars,2015,0.156047788,
Beef and veal,Alaska,Million dollars,2016,0.194928745,
Beef and veal,Alaska,Million dollars,2017,0.189877359,
Beef and veal,Alaska,Million dollars,2018,0.445764667,
Beef and veal,Alaska,Million dollars,2019,0.418089982,
Beef and veal,Alaska,Million dollars,2020,0.530109235,
Beef and veal,Alaska,Million dollars,2021,0.419758192,
Beef and veal,Alaska,Million dollars,2022,0.638103605,
Broiler meat,Alaska,Million dollars,2000,0,
Broiler meat,Alaska,Million dollars,2001,0,
Broiler meat,Alaska,Million dollars,2002,0,
Broiler meat,Alaska,Million dollars,2003,0,
Broiler meat,Alaska,Million dollars,2004,0,
Broiler meat,Alaska,Million dollars,2005,0,
Broiler meat,Alaska,Million dollars,2006,0,
Broiler meat,Alaska,Million dollars,2007,0,
Broiler meat,Alaska,Million dollars,2008,0,
Broiler meat,Alaska,Million dollars,2009,0,
Broiler meat,Alaska,Million dollars,2010,0,
Broiler meat,Alaska,Million dollars,2011,0,
Broiler meat,Alaska,Million dollars,2012,0,
Broiler meat,Alaska,Million dollars,2013,0,
Broiler meat,Alaska,Million dollars,2014,0,
Broiler meat,Alaska,Million dollars,2015,0,
Broiler meat,Alaska,Million dollars,2016,0,
Broiler meat,Alaska,Million dollars,2017,0,
Broiler meat,Alaska,Million dollars,2018,0,
Broiler meat,Alaska,Million dollars,2019,0,
Broiler meat,Alaska,Million dollars,2020,0,
Broiler meat,Alaska,Million dollars,2021,0,
Broiler meat,Alaska,Million dollars,2022,0,
Corn,Alaska,Million dollars,2000,0,
Corn,Alaska,Million dollars,2001,0,
Corn,Alaska,Million dollars,2002,0,
Corn,Alaska,Million dollars,2003,0,
Corn,Alaska,Million dollars,2004,0,
Corn,Alaska,Million dollars,2005,0,
Corn,Alaska,Million dollars,2006,0,
Corn,Alaska,Million dollars,2007,0,
Corn,Alaska,Million dollars,2008,0,
Corn,Alaska,Million dollars,2009,0,
Corn,Alaska,Million dollars,2010,0,
Corn,Alaska,Million dollars,2011,0,
Corn,Alaska,Million dollars,2012,0,
Corn,Alaska,Million dollars,2013,0,
Corn,Alaska,Million dollars,2014,0,
Corn,Alaska,Million dollars,2015,0,
Corn,Alaska,Million dollars,2016,0,
Corn,Alaska,Million dollars,2017,0,
Corn,Alaska,Million dollars,2018,0,
Corn,Alaska,Million dollars,2019,0,
Corn,Alaska,Million dollars,2020,0,
Corn,Alaska,Million dollars,2021,0,
Corn,Alaska,Million dollars,2022,0,
Cotton,Alaska,Million dollars,2000,0,
Cotton,Alaska,Million dollars,2001,0,
Cotton,Alaska,Million dollars,2002,0,
Cotton,Alaska,Million dollars,2003,0,
Cotton,Alaska,Million dollars,2004,0,
Cotton,Alaska,Million dollars,2005,0,
Cotton,Alaska,Million dollars,2006,0,
Cotton,Alaska,Million dollars,2007,0,
Cotton,Alaska,Million dollars,2008,0,
Cotton,Alaska,Million dollars,2009,0,
Cotton,Alaska,Million dollars,2010,0,
Cotton,Alaska,Million dollars,2011,0,
Cotton,Alaska,Million dollars,2012,0,
Cotton,Alaska,Million dollars,2013,0,
Cotton,Alaska,Million dollars,2014,0,
Cotton,Alaska,Million dollars,2015,0,
Cotton,Alaska,Million dollars,2016,0,
Cotton,Alaska,Million dollars,2017,0,
Cotton,Alaska,Million dollars,2018,0,
Cotton,Alaska,Million dollars,2019,0,
Cotton,Alaska,Million dollars,2020,0,
Cotton,Alaska,Million dollars,2021,0,
Cotton,Alaska,Million dollars,2022,0,
Dairy products,Alaska,Million dollars,2000,0.116831186,
Dairy products,Alaska,Million dollars,2001,0.122052047,
Dairy products,Alaska,Million dollars,2002,0.156784689,
Dairy products,Alaska,Million dollars,2003,0.151873983,
Dairy products,Alaska,Million dollars,2004,0.149786742,
Dairy products,Alaska,Million dollars,2005,0.155151518,
Dairy products,Alaska,Million dollars,2006,0.147278549,
Dairy products,Alaska,Million dollars,2007,0.153799134,
Dairy products,Alaska,Million dollars,2008,0.149935712,
Dairy products,Alaska,Million dollars,2009,0.125670004,
Dairy products,Alaska,Million dollars,2010,0.189864336,
Dairy products,Alaska,Million dollars,2011,0.187699056,
Dairy products,Alaska,Million dollars,2012,0.179056471,
Dairy products,Alaska,Million dollars,2013,0.109765125,
Dairy products,Alaska,Million dollars,2014,0.103750032,
Dairy products,Alaska,Million dollars,2015,0.099672133,
Dairy products,Alaska,Million dollars,2016,0.095146761,
Dairy products,Alaska,Million dollars,2017,0.077817264,
Dairy products,Alaska,Million dollars,2018,0.078663378,
Dairy products,Alaska,Million dollars,2019,0.036758045,
Dairy products,Alaska,Million dollars,2020,0.037863505,
Dairy products,Alaska,Million dollars,2021,0.058562065,
Dairy products,Alaska,Million dollars,2022,0.067189871,
Feeds and other feed grains,Alaska,Million dollars,2000,0.363847203,
Feeds and other feed grains,Alaska,Million dollars,2001,0.633795224,
Feeds and other feed grains,Alaska,Million dollars,2002,0.347931696,
Feeds and other feed grains,Alaska,Million dollars,2003,0.637271076,
Feeds and other feed grains,Alaska,Million dollars,2004,0.611732158,
Feeds and other feed grains,Alaska,Million dollars,2005,0.985107765,
Feeds and other feed grains,Alaska,Million dollars,2006,0.461218519,
Feeds and other feed grains,Alaska,Million dollars,2007,0.612232304,
Feeds and other feed grains,Alaska,Million dollars,2008,0.464784872,
Feeds and other feed grains,Alaska,Million dollars,2009,0.458368706,
Feeds and other feed grains,Alaska,Million dollars,2010,0.559842446,
Feeds and other feed grains,Alaska,Million dollars,2011,0.492823448,
Feeds and other feed grains,Alaska,Million dollars,2012,0.535125587,
Feeds and other feed grains,Alaska,Million dollars,2013,0.59134906,
Feeds and other feed grains,Alaska,Million dollars,2014,0.904817075,
Feeds and other feed grains,Alaska,Million dollars,2015,0.973634195,
Feeds and other feed grains,Alaska,Million dollars,2016,0.921408305,
Feeds and other feed grains,Alaska,Million dollars,2017,0.970213421,
Feeds and other feed grains,Alaska,Million dollars,2018,0.989164511,
Feeds and other feed grains,Alaska,Million dollars,2019,0.955080283,
Feeds and other feed grains,Alaska,Million dollars,2020,1.042226153,
Feeds and other feed grains,Alaska,Million dollars,2021,0.948314749,
Feeds and other feed grains,Alaska,Million dollars,2022,0.789842722,
"Fruits, fresh",Alaska,Million dollars,2000,0,
"Fruits, fresh",Alaska,Million dollars,2001,0,
"Fruits, fresh",Alaska,Million dollars,2002,0,
"Fruits, fresh",Alaska,Million dollars,2003,0,
"Fruits, fresh",Alaska,Million dollars,2004,0,
"Fruits, fresh",Alaska,Million dollars,2005,0,
"Fruits, fresh",Alaska,Million dollars,2006,0,
"Fruits, fresh",Alaska,Million dollars,2007,0,
"Fruits, fresh",Alaska,Million dollars,2008,0,
"Fruits, fresh",Alaska,Million dollars,2009,0,
"Fruits, fresh",Alaska,Million dollars,2010,0,
"Fruits, fresh",Alaska,Million dollars,2011,0,
"Fruits, fresh",Alaska,Million dollars,2012,0,
"Fruits, fresh",Alaska,Million dollars,2013,0,
"Fruits, fresh",Alaska,Million dollars,2014,0,
"Fruits, fresh",Alaska,Million dollars,2015,0,
"Fruits, fresh",Alaska,Million dollars,2016,0,
"Fruits, fresh",Alaska,Million dollars,2017,0,
"Fruits, fresh",Alaska,Million dollars,2018,0,
"Fruits, fresh",Alaska,Million dollars,2019,0,
"Fruits, fresh",Alaska,Million dollars,2020,0,
"Fruits, fresh",Alaska,Million dollars,2021,0,
"Fruits, fresh",Alaska,Million dollars,2022,0,
"Fruits, processed",Alaska,Million dollars,2000,0,
"Fruits, processed",Alaska,Million dollars,2001,0,
"Fruits, processed",Alaska,Million dollars,2002,0,
"Fruits, processed",Alaska,Million dollars,2003,0,
"Fruits, processed",Alaska,Million dollars,2004,0,
"Fruits, processed",Alaska,Million dollars,2005,0,
"Fruits, processed",Alaska,Million dollars,2006,0,
"Fruits, processed",Alaska,Million dollars,2007,0,
"Fruits, processed",Alaska,Million dollars,2008,0,
"Fruits, processed",Alaska,Million dollars,2009,0,
"Fruits, processed",Alaska,Million dollars,2010,0,
"Fruits, processed",Alaska,Million dollars,2011,0,
"Fruits, processed",Alaska,Million dollars,2012,0,
"Fruits, processed",Alaska,Million dollars,2013,0,
"Fruits, processed",Alaska,Million dollars,2014,0,
"Fruits, processed",Alaska,Million dollars,2015,0,
"Fruits, processed",Alaska,Million dollars,2016,0,
"Fruits, processed",Alaska,Million dollars,2017,0,
"Fruits, processed",Alaska,Million dollars,2018,0,
"Fruits, processed",Alaska,Million dollars,2019,0,
